Produto,Categoria,Data da venda,Loja,Cidade,Quantidade,Valor da venda
Mesa Escritório,Móveis,2024-07-16,Loja Nova Iguaçu,Nova Iguaçu,5,24536.11
Notebook,Eletrônicos,2025-10-28,Loja Teresópolis,Teresópolis,5,21068.45
Cadeira Gamer,Móveis,2025-06-19,Loja Centro,Rio de Janeiro,1,1343.84
Pendrive,Armazenamento,2025-03-03,Loja Teresópolis,Teresópolis,3,6915.49
Roteador,Redes,2024-06-25,Loja Barra,Rio de Janeiro,3,14972.73
Smartwatch,Eletrônicos,2023-10-29,Loja Duque,Duque de Caxias,2,7010.44
Teclado,Acessórios,2023-02-26,Loja Centro,Rio de Janeiro,1,609.05
Impressora,Periféricos,2024-02-14,Loja Centro,Rio de Janeiro,1,1876.13
Headset,Acessórios,2023-03-03,Loja Teresópolis,Teresópolis,4,19335.01
Notebook,Eletrônicos,2024-04-03,Loja Nova Iguaçu,Nova Iguaçu,1,4602.73
Monitor,Eletrônicos,2024-07-10,Loja Niterói,Niterói,4,2386.92
Notebook,Eletrônicos,2025-03-02,Loja Nova Iguaçu,Nova Iguaçu,4,9565.52
Teclado,Acessórios,2024-08-17,Loja Duque,Duque de Caxias,5,4553.32
Cadeira Gamer,Móveis,2024-01-18,Loja São Gonçalo,São Gonçalo,2,7413.24
Mouse,Acessórios,2023-06-03,Loja Barra,Rio de Janeiro,3,7512.58
Smartwatch,Eletrônicos,2025-12-22,Loja Duque,Duque de Caxias,4,15672.83
Smartwatch,Eletrônicos,2023-10-04,Loja Duque,Duque de Caxias,5,944.07
Roteador,Redes,2023-03-16,Loja Duque,Duque de Caxias,1,3028.76
Mouse,Acessórios,2023-01-17,Loja Norte,Rio de Janeiro,3,6378.14
Headset,Acessórios,2025-12-18,Loja Teresópolis,Teresópolis,1,1854.47
Monitor,Eletrônicos,2024-04-16,Loja Norte,Rio de Janeiro,2,5485.12
Smartphone,Eletrônicos,2024-05-15,Loja Duque,Duque de Caxias,3,10894.02
Notebook,Eletrônicos,2023-12-16,Loja Norte,Rio de Janeiro,4,16133.17
Impressora,Periféricos,2024-05-11,Loja Petrópolis,Petrópolis,1,2802.19
Notebook,Eletrônicos,2023-12-16,Loja São Gonçalo,São Gonçalo,2,6228.46
Mouse,Acessórios,2023-12-10,Loja Duque,Duque de Caxias,5,8022.74
Roteador,Redes,2023-10-10,Loja Petrópolis,Petrópolis,3,6580.27
Smartwatch,Eletrônicos,2023-08-26,Loja Duque,Duque de Caxias,2,6274.12
Pendrive,Armazenamento,2024-08-14,Loja Teresópolis,Teresópolis,4,6104.19
Notebook,Eletrônicos,2023-05-30,Loja Barra,Rio de Janeiro,2,3850.39
Monitor,Eletrônicos,2023-08-08,Loja São Gonçalo,São Gonçalo,4,7116.69
Mesa Escritório,Móveis,2023-12-02,Loja Centro,Rio de Janeiro,4,16758.7
Monitor,Eletrônicos,2024-05-12,Loja Petrópolis,Petrópolis,4,11316.03
Notebook,Eletrônicos,2025-09-16,Loja Niterói,Niterói,3,13675.1
Mouse,Acessórios,2025-05-05,Loja Petrópolis,Petrópolis,1,575.81
Impressora,Periféricos,2025-08-29,Loja Norte,Rio de Janeiro,5,7223.26
Mesa Escritório,Móveis,2025-11-28,Loja Nova Iguaçu,Nova Iguaçu,4,1813.35
Mesa Escritório,Móveis,2023-07-26,Loja Barra,Rio de Janeiro,4,12136.68
HD Externo,Armazenamento,2025-03-29,Loja São Gonçalo,São Gonçalo,1,2280.81
Smartphone,Eletrônicos,2025-01-08,Loja Norte,Rio de Janeiro,1,4357.88
Mouse,Acessórios,2024-11-10,Loja Duque,Duque de Caxias,3,3698.61
Monitor,Eletrônicos,2024-01-03,Loja Petrópolis,Petrópolis,2,8904.62
Notebook,Eletrônicos,2023-10-05,Loja Norte,Rio de Janeiro,4,12637.25
Smartphone,Eletrônicos,2024-08-25,Loja Petrópolis,Petrópolis,3,9358.56
Notebook,Eletrônicos,2024-07-24,Loja Nova Iguaçu,Nova Iguaçu,4,13098.88
Mouse,Acessórios,2025-12-16,Loja Duque,Duque de Caxias,1,3460.59
Smartwatch,Eletrônicos,2024-03-09,Loja Norte,Rio de Janeiro,3,3101.4
Tablet,Eletrônicos,2025-01-27,Loja Niterói,Niterói,5,23728.67
Mesa Escritório,Móveis,2025-02-24,Loja Duque,Duque de Caxias,5,2594.78
Smartphone,Eletrônicos,2025-04-19,Loja São Gonçalo,São Gonçalo,5,5639.03
Notebook,Eletrônicos,2024-10-18,Loja Barra,Rio de Janeiro,2,2264.46
Pendrive,Armazenamento,2023-11-03,Loja Nova Iguaçu,Nova Iguaçu,1,3854.6
Mesa Escritório,Móveis,2023-07-30,Loja Centro,Rio de Janeiro,5,13717.2
Headset,Acessórios,2024-03-24,Loja Petrópolis,Petrópolis,5,8586.43
Smartphone,Eletrônicos,2024-04-06,Loja Nova Iguaçu,Nova Iguaçu,4,7631.85
Cadeira Gamer,Móveis,2025-12-10,Loja São Gonçalo,São Gonçalo,1,4961.77
Impressora,Periféricos,2024-04-21,Loja São Gonçalo,São Gonçalo,5,20242.27
Notebook,Eletrônicos,2025-02-24,Loja Niterói,Niterói,3,12519.94
Pendrive,Armazenamento,2025-10-26,Loja Teresópolis,Teresópolis,2,1769.46
Headset,Acessórios,2023-06-01,Loja Norte,Rio de Janeiro,5,15148.17
Impressora,Periféricos,2023-02-26,Loja Teresópolis,Teresópolis,2,3117.97
Webcam,Periféricos,2025-12-12,Loja Nova Iguaçu,Nova Iguaçu,1,879.66
Tablet,Eletrônicos,2023-09-12,Loja Duque,Duque de Caxias,4,8210.18
Headset,Acessórios,2024-12-01,Loja São Gonçalo,São Gonçalo,1,1178.57
HD Externo,Armazenamento,2024-06-26,Loja Sul,Rio de Janeiro,3,14763.29
Pendrive,Armazenamento,2024-09-09,Loja Niterói,Niterói,3,5669.25
Smartphone,Eletrônicos,2024-01-09,Loja Barra,Rio de Janeiro,4,3235.74
Mouse,Acessórios,2024-08-02,Loja Nova Iguaçu,Nova Iguaçu,4,2648.72
Webcam,Periféricos,2023-07-05,Loja Petrópolis,Petrópolis,4,16740.12
Tablet,Eletrônicos,2024-10-04,Loja Niterói,Niterói,2,7124.02
Webcam,Periféricos,2025-07-30,Loja São Gonçalo,São Gonçalo,1,2920.95
Smartwatch,Eletrônicos,2023-08-13,Loja Teresópolis,Teresópolis,3,8089.92
Tablet,Eletrônicos,2023-07-12,Loja Centro,Rio de Janeiro,1,4301.51
Roteador,Redes,2024-06-21,Loja Barra,Rio de Janeiro,4,4423.09
HD Externo,Armazenamento,2023-05-08,Loja Sul,Rio de Janeiro,4,5713.24
Mesa Escritório,Móveis,2024-05-17,Loja Nova Iguaçu,Nova Iguaçu,2,5594.12
Smartphone,Eletrônicos,2025-07-24,Loja Petrópolis,Petrópolis,4,2083.83
HD Externo,Armazenamento,2024-09-03,Loja Teresópolis,Teresópolis,2,9105.12
Notebook,Eletrônicos,2024-04-01,Loja Duque,Duque de Caxias,3,1473.39
Tablet,Eletrônicos,2024-09-21,Loja Barra,Rio de Janeiro,3,222.87
Impressora,Periféricos,2025-10-26,Loja Barra,Rio de Janeiro,3,4434.32
Pendrive,Armazenamento,2024-10-25,Loja São Gonçalo,São Gonçalo,2,8157.86
Monitor,Eletrônicos,2025-06-30,Loja Norte,Rio de Janeiro,4,1096.08
Webcam,Periféricos,2023-06-29,Loja Niterói,Niterói,5,16106.6
Teclado,Acessórios,2025-11-05,Loja Centro,Rio de Janeiro,1,1561.1
Tablet,Eletrônicos,2025-03-02,Loja Centro,Rio de Janeiro,2,7727.86
Headset,Acessórios,2024-07-10,Loja Sul,Rio de Janeiro,3,11851.32
Monitor,Eletrônicos,2025-05-09,Loja Niterói,Niterói,1,3733.08
Monitor,Eletrônicos,2025-09-07,Loja Niterói,Niterói,2,3614.95
Mesa Escritório,Móveis,2024-02-08,Loja São Gonçalo,São Gonçalo,4,18609.82
Monitor,Eletrônicos,2024-09-24,Loja Centro,Rio de Janeiro,2,2899.03
Smartwatch,Eletrônicos,2025-07-05,Loja Barra,Rio de Janeiro,2,282.24
Roteador,Redes,2025-09-22,Loja São Gonçalo,São Gonçalo,2,9725.04
Mouse,Acessórios,2024-12-06,Loja Teresópolis,Teresópolis,3,5731.63
Roteador,Redes,2023-04-05,Loja Duque,Duque de Caxias,4,4239.08
Mesa Escritório,Móveis,2025-09-14,Loja Centro,Rio de Janeiro,4,15484.79
Teclado,Acessórios,2023-03-22,Loja Nova Iguaçu,Nova Iguaçu,2,8020.48
Mesa Escritório,Móveis,2025-12-18,Loja Norte,Rio de Janeiro,1,122.85
Roteador,Redes,2023-07-26,Loja Teresópolis,Teresópolis,5,21709.2
Mesa Escritório,Móveis,2025-01-25,Loja São Gonçalo,São Gonçalo,5,24204.3
Mouse,Acessórios,2025-10-08,Loja Norte,Rio de Janeiro,2,1909.94
Monitor,Eletrônicos,2023-09-23,Loja Niterói,Niterói,3,6099.8
Cadeira Gamer,Móveis,2025-05-29,Loja Sul,Rio de Janeiro,3,2112.02
Webcam,Periféricos,2023-08-20,Loja Duque,Duque de Caxias,1,903.9
Webcam,Periféricos,2024-08-25,Loja São Gonçalo,São Gonçalo,2,1393.18
Teclado,Acessórios,2023-05-06,Loja Sul,Rio de Janeiro,3,7490.42
Notebook,Eletrônicos,2025-07-12,Loja Centro,Rio de Janeiro,1,3863.55
Roteador,Redes,2024-10-30,Loja São Gonçalo,São Gonçalo,2,4652.47
Roteador,Redes,2025-12-24,Loja São Gonçalo,São Gonçalo,2,1789.52
Tablet,Eletrônicos,2025-01-12,Loja Duque,Duque de Caxias,2,5222.41
Mouse,Acessórios,2024-12-21,Loja Nova Iguaçu,Nova Iguaçu,3,6973.11
Notebook,Eletrônicos,2024-06-01,Loja Nova Iguaçu,Nova Iguaçu,4,16049.19
Pendrive,Armazenamento,2025-07-05,Loja Teresópolis,Teresópolis,4,3146.4
Mouse,Acessórios,2025-02-28,Loja Petrópolis,Petrópolis,4,18729.86
Headset,Acessórios,2025-09-30,Loja Niterói,Niterói,1,1805.46
Mesa Escritório,Móveis,2023-07-23,Loja Duque,Duque de Caxias,1,2930.16
Notebook,Eletrônicos,2023-10-28,Loja Duque,Duque de Caxias,4,4531.4
Smartwatch,Eletrônicos,2024-03-07,Loja Nova Iguaçu,Nova Iguaçu,4,11049.11
Tablet,Eletrônicos,2025-09-09,Loja São Gonçalo,São Gonçalo,5,20723.02
Cadeira Gamer,Móveis,2023-03-18,Loja Barra,Rio de Janeiro,2,7278.82
Monitor,Eletrônicos,2025-09-02,Loja Duque,Duque de Caxias,3,8520.52
HD Externo,Armazenamento,2024-03-12,Loja Duque,Duque de Caxias,3,12461.25
Impressora,Periféricos,2024-10-19,Loja Barra,Rio de Janeiro,4,13394.46
Teclado,Acessórios,2025-02-09,Loja Nova Iguaçu,Nova Iguaçu,5,9202.2
HD Externo,Armazenamento,2023-09-02,Loja Nova Iguaçu,Nova Iguaçu,1,2020.96
Roteador,Redes,2025-04-12,Loja Petrópolis,Petrópolis,1,4017.55
Mesa Escritório,Móveis,2024-07-28,Loja Teresópolis,Teresópolis,5,6535.27
Roteador,Redes,2023-02-04,Loja Niterói,Niterói,5,10415.65
Smartwatch,Eletrônicos,2024-11-29,Loja Norte,Rio de Janeiro,5,10038.78
Monitor,Eletrônicos,2023-07-12,Loja Duque,Duque de Caxias,3,10435.01
Mesa Escritório,Móveis,2023-02-14,Loja Niterói,Niterói,4,12203.71
Pendrive,Armazenamento,2025-11-13,Loja Centro,Rio de Janeiro,2,2400.57
Mesa Escritório,Móveis,2025-06-16,Loja Niterói,Niterói,2,7432.02
Monitor,Eletrônicos,2023-03-27,Loja Duque,Duque de Caxias,3,5274.2
Smartwatch,Eletrônicos,2025-09-17,Loja Barra,Rio de Janeiro,4,10229.59
Mesa Escritório,Móveis,2024-07-27,Loja São Gonçalo,São Gonçalo,3,13169.02
Cadeira Gamer,Móveis,2025-04-18,Loja Barra,Rio de Janeiro,5,6770.75
Cadeira Gamer,Móveis,2024-05-02,Loja Sul,Rio de Janeiro,4,10175.98
Teclado,Acessórios,2024-04-08,Loja Centro,Rio de Janeiro,4,8484.01
Webcam,Periféricos,2024-05-02,Loja Petrópolis,Petrópolis,1,3067.3
Notebook,Eletrônicos,2024-03-30,Loja Petrópolis,Petrópolis,3,11372.75
Notebook,Eletrônicos,2023-07-04,Loja Duque,Duque de Caxias,1,3475.31
Smartwatch,Eletrônicos,2024-07-31,Loja São Gonçalo,São Gonçalo,2,8823.17
Roteador,Redes,2025-04-21,Loja Centro,Rio de Janeiro,4,11151.05
Mouse,Acessórios,2024-08-10,Loja Duque,Duque de Caxias,2,5249.41
Monitor,Eletrônicos,2023-05-02,Loja Nova Iguaçu,Nova Iguaçu,2,6284.09
Mesa Escritório,Móveis,2024-05-14,Loja Niterói,Niterói,2,9093.45
Cadeira Gamer,Móveis,2025-12-13,Loja Norte,Rio de Janeiro,3,3592.69
Mesa Escritório,Móveis,2025-07-28,Loja Niterói,Niterói,3,6083.65
Mesa Escritório,Móveis,2025-10-12,Loja Barra,Rio de Janeiro,4,3950.69
Mesa Escritório,Móveis,2023-09-26,Loja Barra,Rio de Janeiro,2,2060.04
Tablet,Eletrônicos,2024-02-28,Loja Teresópolis,Teresópolis,1,953.36
Mouse,Acessórios,2025-05-18,Loja Norte,Rio de Janeiro,2,6151.38
Smartphone,Eletrônicos,2024-03-18,Loja São Gonçalo,São Gonçalo,3,1565.06
Mesa Escritório,Móveis,2025-04-14,Loja Teresópolis,Teresópolis,3,2181.17
Monitor,Eletrônicos,2025-02-07,Loja Petrópolis,Petrópolis,4,1259.07
Cadeira Gamer,Móveis,2025-12-19,Loja Norte,Rio de Janeiro,3,3952.53
Tablet,Eletrônicos,2023-11-20,Loja Barra,Rio de Janeiro,2,3772.39
Mouse,Acessórios,2024-06-24,Loja Nova Iguaçu,Nova Iguaçu,2,3549.29
Pendrive,Armazenamento,2025-05-04,Loja Petrópolis,Petrópolis,3,1678.03
Teclado,Acessórios,2025-06-11,Loja Nova Iguaçu,Nova Iguaçu,5,13111.46
Tablet,Eletrônicos,2023-03-04,Loja Sul,Rio de Janeiro,3,5767.14
Cadeira Gamer,Móveis,2025-10-29,Loja São Gonçalo,São Gonçalo,3,14979.35
Mesa Escritório,Móveis,2023-12-15,Loja Duque,Duque de Caxias,2,2022.83
Pendrive,Armazenamento,2023-11-24,Loja Barra,Rio de Janeiro,2,1430.95
Smartphone,Eletrônicos,2024-08-09,Loja Petrópolis,Petrópolis,4,16402.78
Notebook,Eletrônicos,2025-03-06,Loja Sul,Rio de Janeiro,5,13814.18
Webcam,Periféricos,2023-02-20,Loja Norte,Rio de Janeiro,1,2021.05
Teclado,Acessórios,2025-08-12,Loja São Gonçalo,São Gonçalo,5,7773.45
Teclado,Acessórios,2023-11-26,Loja Petrópolis,Petrópolis,3,10223.04
Impressora,Periféricos,2023-10-18,Loja Teresópolis,Teresópolis,3,1681.43
Pendrive,Armazenamento,2023-12-24,Loja Norte,Rio de Janeiro,5,8748.43
Pendrive,Armazenamento,2024-05-30,Loja Petrópolis,Petrópolis,2,4812.45
HD Externo,Armazenamento,2025-04-20,Loja Sul,Rio de Janeiro,1,1631.7
Tablet,Eletrônicos,2025-10-24,Loja Niterói,Niterói,4,9654.51
Monitor,Eletrônicos,2025-10-01,Loja Duque,Duque de Caxias,3,10066.82
HD Externo,Armazenamento,2023-04-16,Loja Duque,Duque de Caxias,5,18808.66
Smartphone,Eletrônicos,2023-11-27,Loja São Gonçalo,São Gonçalo,2,994.25
Mouse,Acessórios,2024-12-07,Loja Nova Iguaçu,Nova Iguaçu,2,287.48
Mouse,Acessórios,2024-03-22,Loja Nova Iguaçu,Nova Iguaçu,2,1965.11
Tablet,Eletrônicos,2024-09-13,Loja Duque,Duque de Caxias,3,7302.56
Smartphone,Eletrônicos,2025-05-14,Loja Norte,Rio de Janeiro,4,17462.28
Roteador,Redes,2023-11-10,Loja Niterói,Niterói,5,12655.78
Webcam,Periféricos,2023-05-16,Loja São Gonçalo,São Gonçalo,5,19590.51
Webcam,Periféricos,2023-01-01,Loja São Gonçalo,São Gonçalo,5,18400.65
Smartwatch,Eletrônicos,2023-05-28,Loja Niterói,Niterói,5,1274.72
Mesa Escritório,Móveis,2023-06-11,Loja Sul,Rio de Janeiro,2,9346.67
Teclado,Acessórios,2024-02-12,Loja Norte,Rio de Janeiro,1,3113.51
Cadeira Gamer,Móveis,2023-04-24,Loja Barra,Rio de Janeiro,1,3628.11
Tablet,Eletrônicos,2023-02-07,Loja Sul,Rio de Janeiro,4,19876.29
Mouse,Acessórios,2024-05-21,Loja Centro,Rio de Janeiro,3,11180.98
Headset,Acessórios,2024-05-02,Loja Nova Iguaçu,Nova Iguaçu,2,5172.36
Headset,Acessórios,2025-03-14,Loja Sul,Rio de Janeiro,5,19385.32
Tablet,Eletrônicos,2023-04-11,Loja Norte,Rio de Janeiro,3,5691.03
Smartphone,Eletrônicos,2025-07-07,Loja Petrópolis,Petrópolis,1,1019.77
Notebook,Eletrônicos,2024-11-09,Loja Nova Iguaçu,Nova Iguaçu,2,2878.0
Pendrive,Armazenamento,2023-07-22,Loja Petrópolis,Petrópolis,1,850.7
HD Externo,Armazenamento,2024-11-20,Loja Niterói,Niterói,1,2663.44
Roteador,Redes,2023-06-22,Loja Nova Iguaçu,Nova Iguaçu,4,12800.67
Mouse,Acessórios,2025-10-27,Loja São Gonçalo,São Gonçalo,1,3240.74
Impressora,Periféricos,2025-01-21,Loja Norte,Rio de Janeiro,1,2290.2
Smartwatch,Eletrônicos,2025-03-05,Loja Norte,Rio de Janeiro,2,6187.48
Smartphone,Eletrônicos,2024-08-02,Loja Niterói,Niterói,5,23824.78
Smartwatch,Eletrônicos,2023-03-25,Loja Sul,Rio de Janeiro,4,5200.88
Roteador,Redes,2024-03-01,Loja Barra,Rio de Janeiro,1,2597.01
Pendrive,Armazenamento,2023-02-16,Loja Petrópolis,Petrópolis,4,15035.71
Cadeira Gamer,Móveis,2024-07-22,Loja São Gonçalo,São Gonçalo,4,4954.78
Webcam,Periféricos,2023-06-02,Loja Norte,Rio de Janeiro,1,4226.39
Notebook,Eletrônicos,2023-05-23,Loja Duque,Duque de Caxias,1,122.94
Notebook,Eletrônicos,2025-09-25,Loja Nova Iguaçu,Nova Iguaçu,2,8396.68
Mouse,Acessórios,2024-10-29,Loja Duque,Duque de Caxias,2,5007.75
Impressora,Periféricos,2025-11-20,Loja Sul,Rio de Janeiro,2,9165.93
Cadeira Gamer,Móveis,2024-11-18,Loja Centro,Rio de Janeiro,4,12621.97
Mesa Escritório,Móveis,2025-01-04,Loja Barra,Rio de Janeiro,3,9178.65
Impressora,Periféricos,2024-12-06,Loja Duque,Duque de Caxias,3,8592.36
Notebook,Eletrônicos,2024-02-24,Loja Petrópolis,Petrópolis,5,16275.81
Cadeira Gamer,Móveis,2025-03-24,Loja Sul,Rio de Janeiro,4,1922.69
Smartwatch,Eletrônicos,2023-03-15,Loja Sul,Rio de Janeiro,5,18891.71
Webcam,Periféricos,2023-07-14,Loja Centro,Rio de Janeiro,1,2376.75
Teclado,Acessórios,2023-10-17,Loja Nova Iguaçu,Nova Iguaçu,4,18680.98
Impressora,Periféricos,2025-08-08,Loja Niterói,Niterói,2,3248.89
Smartphone,Eletrônicos,2023-02-19,Loja São Gonçalo,São Gonçalo,5,15481.62
Impressora,Periféricos,2024-11-14,Loja Teresópolis,Teresópolis,4,1087.86
Smartwatch,Eletrônicos,2023-07-04,Loja São Gonçalo,São Gonçalo,2,9984.01
Tablet,Eletrônicos,2025-04-16,Loja Centro,Rio de Janeiro,1,1383.83
Cadeira Gamer,Móveis,2024-07-01,Loja Teresópolis,Teresópolis,2,983.35
HD Externo,Armazenamento,2025-01-08,Loja Teresópolis,Teresópolis,5,2920.93
Monitor,Eletrônicos,2023-09-19,Loja Teresópolis,Teresópolis,4,17809.11
Mouse,Acessórios,2024-05-28,Loja Petrópolis,Petrópolis,1,86.69
Impressora,Periféricos,2024-08-26,Loja Sul,Rio de Janeiro,2,4113.35
Cadeira Gamer,Móveis,2023-08-10,Loja Norte,Rio de Janeiro,3,3163.72
Smartwatch,Eletrônicos,2023-06-26,Loja Barra,Rio de Janeiro,4,7322.06
Smartwatch,Eletrônicos,2025-07-12,Loja Centro,Rio de Janeiro,4,18627.54
HD Externo,Armazenamento,2025-12-26,Loja Centro,Rio de Janeiro,5,13952.77
Monitor,Eletrônicos,2024-06-21,Loja Duque,Duque de Caxias,2,5668.62
Monitor,Eletrônicos,2025-04-04,Loja Petrópolis,Petrópolis,2,5001.98
Webcam,Periféricos,2025-03-23,Loja Duque,Duque de Caxias,3,11763.71
Webcam,Periféricos,2023-02-02,Loja Centro,Rio de Janeiro,1,4691.98
Mesa Escritório,Móveis,2025-12-29,Loja Norte,Rio de Janeiro,5,20582.84
Mesa Escritório,Móveis,2025-07-14,Loja São Gonçalo,São Gonçalo,3,11745.83
Mouse,Acessórios,2024-05-31,Loja Nova Iguaçu,Nova Iguaçu,2,257.1
Webcam,Periféricos,2024-07-20,Loja Norte,Rio de Janeiro,3,3653.01
Impressora,Periféricos,2024-07-28,Loja Sul,Rio de Janeiro,2,2908.51
Smartwatch,Eletrônicos,2024-03-19,Loja Nova Iguaçu,Nova Iguaçu,5,16118.75
Mesa Escritório,Móveis,2025-05-17,Loja Teresópolis,Teresópolis,2,3779.79
Roteador,Redes,2023-04-10,Loja Centro,Rio de Janeiro,4,230.17
Tablet,Eletrônicos,2025-01-20,Loja Norte,Rio de Janeiro,2,1512.41
Roteador,Redes,2024-06-06,Loja Niterói,Niterói,4,328.82
Notebook,Eletrônicos,2025-03-27,Loja Norte,Rio de Janeiro,1,4474.84
Headset,Acessórios,2025-02-11,Loja Petrópolis,Petrópolis,5,2688.3
Pendrive,Armazenamento,2025-05-26,Loja São Gonçalo,São Gonçalo,2,2817.06
Roteador,Redes,2024-10-10,Loja Barra,Rio de Janeiro,3,5532.26
Webcam,Periféricos,2023-07-03,Loja Nova Iguaçu,Nova Iguaçu,2,3066.68
Tablet,Eletrônicos,2023-05-11,Loja Teresópolis,Teresópolis,1,2985.86
HD Externo,Armazenamento,2024-01-15,Loja Sul,Rio de Janeiro,4,13487.28
Pendrive,Armazenamento,2024-07-30,Loja Teresópolis,Teresópolis,2,3918.58
Roteador,Redes,2023-02-09,Loja Centro,Rio de Janeiro,2,1401.23
Webcam,Periféricos,2025-01-06,Loja Nova Iguaçu,Nova Iguaçu,5,4775.1
Smartphone,Eletrônicos,2025-09-21,Loja Centro,Rio de Janeiro,5,8381.58
Mesa Escritório,Móveis,2024-11-27,Loja Petrópolis,Petrópolis,5,8563.5
Mesa Escritório,Móveis,2023-09-06,Loja Teresópolis,Teresópolis,4,6997.31
Roteador,Redes,2024-09-19,Loja São Gonçalo,São Gonçalo,5,5062.95
Pendrive,Armazenamento,2024-05-24,Loja Sul,Rio de Janeiro,4,16952.86
Headset,Acessórios,2024-11-02,Loja Barra,Rio de Janeiro,1,4689.26
Headset,Acessórios,2025-03-19,Loja Barra,Rio de Janeiro,1,3453.62
Webcam,Periféricos,2024-05-28,Loja Teresópolis,Teresópolis,2,9171.88
Tablet,Eletrônicos,2023-04-08,Loja São Gonçalo,São Gonçalo,2,8798.55
Impressora,Periféricos,2023-07-30,Loja Centro,Rio de Janeiro,3,531.36
Smartwatch,Eletrônicos,2024-03-27,Loja Sul,Rio de Janeiro,3,2275.08
Headset,Acessórios,2023-07-17,Loja Norte,Rio de Janeiro,2,2122.12
Webcam,Periféricos,2025-06-13,Loja Teresópolis,Teresópolis,4,6810.48
Tablet,Eletrônicos,2025-06-02,Loja Norte,Rio de Janeiro,4,10354.23
HD Externo,Armazenamento,2023-04-18,Loja Duque,Duque de Caxias,4,1291.3
Impressora,Periféricos,2023-02-09,Loja São Gonçalo,São Gonçalo,3,3155.09
Webcam,Periféricos,2023-07-06,Loja Teresópolis,Teresópolis,1,2944.7
Smartwatch,Eletrônicos,2023-08-10,Loja São Gonçalo,São Gonçalo,1,572.4
Mouse,Acessórios,2024-05-22,Loja Barra,Rio de Janeiro,1,2737.87
Pendrive,Armazenamento,2025-02-19,Loja Teresópolis,Teresópolis,3,14024.64
Tablet,Eletrônicos,2025-08-21,Loja Niterói,Niterói,2,4813.99
Monitor,Eletrônicos,2023-07-09,Loja Duque,Duque de Caxias,2,5828.8
Notebook,Eletrônicos,2023-02-11,Loja Centro,Rio de Janeiro,3,5037.04
Cadeira Gamer,Móveis,2023-10-11,Loja Centro,Rio de Janeiro,4,11837.46
Cadeira Gamer,Móveis,2024-09-20,Loja Teresópolis,Teresópolis,4,6068.6
Monitor,Eletrônicos,2025-07-15,Loja São Gonçalo,São Gonçalo,2,9593.41
Smartphone,Eletrônicos,2025-12-19,Loja Petrópolis,Petrópolis,3,5233.84
Tablet,Eletrônicos,2025-07-05,Loja Teresópolis,Teresópolis,5,24080.53
Tablet,Eletrônicos,2023-03-29,Loja Nova Iguaçu,Nova Iguaçu,5,13975.55
Webcam,Periféricos,2023-10-04,Loja Duque,Duque de Caxias,2,1133.51
Pendrive,Armazenamento,2023-08-06,Loja Teresópolis,Teresópolis,4,16516.28
Roteador,Redes,2025-02-06,Loja Norte,Rio de Janeiro,4,18465.44
Tablet,Eletrônicos,2024-06-07,Loja Duque,Duque de Caxias,1,549.71
Monitor,Eletrônicos,2023-08-30,Loja Nova Iguaçu,Nova Iguaçu,1,1376.22
Pendrive,Armazenamento,2023-05-07,Loja Nova Iguaçu,Nova Iguaçu,3,491.84
Monitor,Eletrônicos,2023-11-08,Loja Duque,Duque de Caxias,2,3535.3
Webcam,Periféricos,2025-07-30,Loja Nova Iguaçu,Nova Iguaçu,2,9718.25
Teclado,Acessórios,2024-06-17,Loja Petrópolis,Petrópolis,3,884.83
Monitor,Eletrônicos,2025-12-26,Loja Barra,Rio de Janeiro,5,21530.31
Webcam,Periféricos,2023-01-06,Loja Teresópolis,Teresópolis,1,1635.58
Roteador,Redes,2024-06-21,Loja São Gonçalo,São Gonçalo,4,19983.7
Headset,Acessórios,2025-10-12,Loja Norte,Rio de Janeiro,5,21654.55
Mesa Escritório,Móveis,2025-08-09,Loja Centro,Rio de Janeiro,4,13708.96
HD Externo,Armazenamento,2024-01-09,Loja Petrópolis,Petrópolis,2,6923.68
Headset,Acessórios,2024-10-11,Loja Teresópolis,Teresópolis,2,1205.25
Webcam,Periféricos,2025-02-19,Loja Barra,Rio de Janeiro,2,7978.87
Headset,Acessórios,2024-12-02,Loja São Gonçalo,São Gonçalo,1,278.05
Mesa Escritório,Móveis,2024-08-01,Loja Nova Iguaçu,Nova Iguaçu,1,751.55
Headset,Acessórios,2023-05-23,Loja São Gonçalo,São Gonçalo,1,4470.78
Smartwatch,Eletrônicos,2023-10-03,Loja Sul,Rio de Janeiro,2,4685.47
Roteador,Redes,2025-03-03,Loja Nova Iguaçu,Nova Iguaçu,2,4158.2
Impressora,Periféricos,2023-10-09,Loja Centro,Rio de Janeiro,2,9814.26
Roteador,Redes,2024-05-27,Loja Norte,Rio de Janeiro,3,1257.82
Pendrive,Armazenamento,2024-05-25,Loja Teresópolis,Teresópolis,2,4453.11
Mesa Escritório,Móveis,2025-12-30,Loja Centro,Rio de Janeiro,5,677.82
Roteador,Redes,2025-02-04,Loja Petrópolis,Petrópolis,1,94.38
Monitor,Eletrônicos,2025-09-27,Loja São Gonçalo,São Gonçalo,2,2947.91
Webcam,Periféricos,2024-01-23,Loja Barra,Rio de Janeiro,1,377.54
Pendrive,Armazenamento,2025-07-03,Loja Niterói,Niterói,5,19329.73
HD Externo,Armazenamento,2025-06-21,Loja Barra,Rio de Janeiro,5,11940.32
